file_name,sensor,segment_id,signal,fault_class,fault_class_id,relative_path,folder,sampling_freq,original_fs,signal_length,augmentation
290_0.mat,FE,48000-108000,"[ 0.07438831 -0.1252      0.23983117 ... -0.1565      0.21340909
  0.22316494]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/290_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
290_0.mat,FE,60000-120000,"[ 0.01097532  0.02357662  0.16706883 ... -0.01585325 -0.06381948
 -0.09349351]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/290_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
290_0.mat,BA,0-60000,"[ 0.04386954  0.13160861 -0.10238908 ...  0.00120742 -0.22160152
  0.02149205]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/290_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
290_0.mat,BA,12000-72000,"[ 0.12734239  0.0413742  -0.1835276  ...  0.01440853  0.03670552
 -0.00104643]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/290_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
290_0.mat,BA,24000-84000,"[-0.03541761  0.08886599  0.18610342 ... -0.05135553  0.03372722
  0.10987507]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/290_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
290_0.mat,BA,36000-96000,"[ 0.02229699  0.07316955 -0.05723163 ...  0.03928135 -0.09868633
  0.07646983]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/290_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
290_0.mat,BA,48000-108000,"[-0.18087128  0.00120742  0.12508855 ...  0.07671132  0.04483547
 -0.02286045]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/290_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
290_0.mat,BA,60000-120000,"[ 0.15430807 -0.13973856 -0.04346706 ... -0.09087836  0.00064396
  0.00088544]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/290_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
292_2.mat,DE,0-60000,"[-0.14172465 -0.04101487  0.06903493 ... -0.16162295 -0.17421168
 -0.1401003 ]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/292_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
292_2.mat,DE,12000-72000,"[-0.14091248  0.02477136 -0.02030439 ... -0.22253613 -0.09218194
  0.05076098]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/292_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
292_2.mat,DE,24000-84000,"[-0.0198983  -0.18761257  0.00609132 ...  0.01218263  0.05197924
 -0.02842615]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/292_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
292_2.mat,DE,36000-96000,"[ 0.03614182 -0.03248703 -0.14619162 ...  0.14944032 -0.05360359
 -0.07634451]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/292_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
292_2.mat,DE,48000-108000,"[-0.07147146 -0.05928882 -0.11411068 ...  0.19573433  0.00527914
 -0.06131926]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/292_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
292_2.mat,DE,60000-120000,"[-0.09421238 -0.08649671 -0.06050709 ... -0.04751228 -0.12913593
 -0.01786786]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/292_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
292_2.mat,FE,0-60000,"[ 0.08333117  0.00934935 -0.12235455 ...  0.11015974  0.13861429
 -0.31869091]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/292_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
292_2.mat,FE,12000-72000,"[ 0.10121688  0.13332987 -0.16462987 ... -0.16625584 -0.14267922
  0.12479351]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/292_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
292_2.mat,FE,24000-84000,"[ 0.2130026  -0.17072727 -0.01666623 ... -0.14471169 -0.16666234
  0.20162078]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/292_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
292_2.mat,FE,36000-96000,"[-0.07357532 -0.09064805  0.13739481 ... -0.24836753  0.11300519
  0.1499961 ]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/292_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
292_2.mat,FE,48000-108000,"[ 0.1317039   0.10609481  0.01016234 ... -0.20771818 -0.07723377
  0.02886104]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/292_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
292_2.mat,FE,60000-120000,"[-0.02032468  0.24918052 -0.04877922 ... -0.03170649 -0.24064416
 -0.09430649]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/292_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
292_2.mat,BA,0-60000,"[-0.13056218  0.28140898 -0.10488441 ... -0.12347865  0.24937215
 -0.07485994]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/292_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
292_2.mat,BA,12000-72000,"[ 0.05216047 -0.22586773 -0.04161569 ... -0.15736686  0.02092859
  0.11824651]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/292_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
292_2.mat,BA,24000-84000,"[ 0.21934768 -0.17781248 -0.17741001 ... -0.23174384  0.01344259
  0.27215211]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/292_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
292_2.mat,BA,36000-96000,"[ 0.1893232  -0.00177088 -0.23745895 ... -0.22514328  0.05014811
  0.31312384]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/292_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
292_2.mat,BA,48000-108000,"[ 0.03268079  0.20260481 -0.11808552 ... -0.11164595 -0.04652586
  0.20735399]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/292_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
292_2.mat,BA,60000-120000,"[-0.28140898  0.1227542   0.0799311  ... -0.10037672 -0.09723743
  0.24647434]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/292_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
291_1.mat,DE,0-60000,"[ 0.03208094  0.20141956  0.03451747 ... -0.286698   -0.1766482
  0.13035419]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/291_1.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
291_1.mat,DE,12000-72000,"[ 0.20832305  0.04588792 -0.14131856 ... -0.08487236 -0.1368516
  0.02436527]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/291_1.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
291_1.mat,DE,24000-84000,"[ 0.12507505  0.18152126  0.07878104 ...  0.08649671 -0.02152265
 -0.05969491]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/291_1.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
291_1.mat,DE,36000-96000,"[ 0.08284192 -0.06253752  0.10274022 ... -0.09177585 -0.10964371
 -0.0134009 ]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/291_1.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
291_1.mat,DE,48000-108000,"[ 0.04263922  0.05847665  0.03126876 ...  0.14619162  0.12791766
 -0.13441507]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/291_1.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
291_1.mat,DE,60000-120000,"[ 0.05563403 -0.21928743 -0.10517675 ...  0.06416188  0.18598822
  0.06619232]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/291_1.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
291_1.mat,FE,0-60000,"[-0.1630039   0.01625974  0.16381688 ...  0.00243896  0.56705844
 -0.18454805]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/291_1.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
291_1.mat,FE,12000-72000,"[-0.14958961  0.2191      0.0752013  ... -0.17032078  0.05081169
  0.16828831]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/291_1.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
291_1.mat,FE,24000-84000,"[ 0.01991818 -0.06666494 -0.07642078 ... -0.16747532  0.06585195
  0.26584675]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/291_1.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
291_1.mat,FE,36000-96000,"[ 0.0691039   0.01016234  0.08089221 ...  0.20934416  0.03658442
 -0.12154156]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/291_1.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
291_1.mat,FE,48000-108000,"[ 0.16991429  0.06300649 -0.14227273 ...  0.12032208 -0.29592727
 -0.23576623]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/291_1.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
291_1.mat,FE,60000-120000,"[-0.46177662  0.32194286  0.12560649 ... -0.07560779  0.09633896
  0.02926753]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/291_1.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
291_1.mat,BA,0-60000,"[ 0.04121321  0.24019577 -0.09755941 ... -0.08540473  0.07566489
  0.088705  ]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/291_1.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
291_1.mat,BA,12000-72000,"[ 0.07421598  0.20228283 -0.12331767 ...  0.16630176  0.04073025
 -0.2175768 ]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/291_1.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
291_1.mat,BA,24000-84000,"[ 0.09707644 -0.13627729  0.02334342 ... -0.13941658  0.05143602
  0.21870372]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/291_1.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
291_1.mat,BA,36000-96000,"[-0.15994269  0.18666688  0.11937343 ...  0.15406659  0.08757808
 -0.09812287]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/291_1.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
291_1.mat,BA,48000-108000,"[ 0.15897676 -0.05900251 -0.10464293 ... -0.11655612 -0.09111984
  0.17499517]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/291_1.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
291_1.mat,BA,60000-120000,"[-0.15857428 -0.0695473   0.1361163  ...  0.14456823  0.11446326
 -0.15471054]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/291_1.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
293_3.mat,DE,0-60000,"[ 0.01218263  0.08568453  0.01543134 ... -0.33421028 -0.15106467
 -0.1766482 ]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/293_3.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
293_3.mat,DE,12000-72000,"[ 0.00934002  0.03411138 -0.0198983  ... -0.05563403 -0.00609132
  0.02842615]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/293_3.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
293_3.mat,DE,24000-84000,"[-0.0332992   0.05400968 -0.07390798 ... -0.1766482  -0.0735019
  0.05400968]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/293_3.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
293_3.mat,DE,36000-96000,"[-0.03979661 -0.04548184 -0.13441507 ... -0.0901515  -0.21197784
  0.05238533]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/293_3.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
293_3.mat,DE,48000-108000,"[-0.13400898 -0.18964301  0.00081218 ...  0.00974611 -0.1868004
 -0.22740918]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/293_3.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
293_3.mat,DE,60000-120000,"[-0.21766307 -0.01299481  0.11532894 ... -0.13116637 -0.15147076
 -0.09136976]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/293_3.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
293_3.mat,FE,0-60000,"[-0.30446364 -0.12438701  0.25934286 ... -0.01788571 -0.1565
  0.28210649]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/293_3.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
293_3.mat,FE,12000-72000,"[ 0.24064416 -0.01219481 -0.15406104 ... -0.09552597  0.01341429
  0.22397792]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/293_3.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
293_3.mat,FE,24000-84000,[0.06219351 0.34673896 0.01910519 ... 0.05731558 0.16706883 0.09552597],B,2,12k_Fan_End_Bearing_Fault_Data/B/021/293_3.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
293_3.mat,FE,36000-96000,"[ 0.02967403  0.16706883 -0.15528052 ...  0.24796104  0.28251299
 -0.36015325]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/293_3.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
293_3.mat,FE,48000-108000,"[ 0.06300649  0.07642078  0.12885844 ... -0.28048052  0.01544675
  0.10406234]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/293_3.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
293_3.mat,FE,60000-120000,"[ 0.08292468 -0.16950779  0.07438831 ...  0.08495714 -0.00040649
 -0.19511688]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/293_3.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
293_3.mat,BA,0-60000,"[-0.20936635  0.03477365  0.13587482 ... -0.27432546  0.24043725
  0.17877842]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/293_3.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
293_3.mat,BA,12000-72000,"[ 0.31916093 -0.12983773 -0.21105674 ... -0.23150235 -0.04217915
  0.27263507]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/293_3.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
293_3.mat,BA,24000-84000,"[ 0.07824071  0.2397128  -0.20357074 ... -0.08033357 -0.2575021
  0.18996716]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/293_3.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
293_3.mat,BA,36000-96000,"[-0.0591635   0.30217658 -0.08395583 ...  0.11349733 -0.31730955
  0.10609183]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/293_3.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
293_3.mat,BA,48000-108000,"[-0.31714857  0.13289652  0.20695151 ...  0.19004766 -0.18867925
 -0.09739842]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/293_3.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
293_3.mat,BA,60000-120000,"[-0.29919828  0.00829094  0.23939082 ...  0.29573701 -0.20992981
 -0.2618488 ]",B,2,12k_Fan_End_Bearing_Fault_Data/B/021/293_3.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
288_2.mat,DE,0-60000,"[ 0.08527844  0.10152196 -0.07634451 ...  0.25908403  0.05482186
 -0.29197715]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/288_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
288_2.mat,DE,12000-72000,"[ 0.16243513 -0.05035489 -0.04182705 ...  0.01949222 -0.1132985
  0.04101487]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/288_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
288_2.mat,DE,24000-84000,"[ 0.01949222  0.10517675  0.04873054 ... -0.03857834 -0.22416048
  0.06984711]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/288_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
288_2.mat,DE,36000-96000,"[-0.04873054 -0.08081148  0.03370529 ... -0.01868004  0.71836936
  0.1234507 ]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/288_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
288_2.mat,DE,48000-108000,"[-0.32487026 -0.17542994  0.25583533 ... -0.09867934  0.07431407
  0.08730888]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/288_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
288_2.mat,DE,60000-120000,"[-0.1669021   0.17867864  0.14050639 ... -0.18395778  0.18436387
  0.16568383]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/288_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
288_2.mat,FE,0-60000,"[-0.03048701 -0.04146234  0.01463377 ... -0.05406364  0.14877662
  0.11341169]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/288_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
288_2.mat,FE,12000-72000,"[ 0.26015584 -0.05690909 -0.24999351 ...  0.03333247 -0.00772338
 -0.11707013]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/288_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
288_2.mat,FE,24000-84000,"[-0.19714935  0.00121948  0.07398182 ...  0.08902208 -0.01707273
  0.00121948]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/288_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
288_2.mat,FE,36000-96000,"[ 0.05487662  0.06178701 -0.02073117 ... -0.00894286 -0.23129481
 -0.19714935]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/288_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
288_2.mat,FE,48000-108000,"[ 0.07154286  0.3190974  -0.06829091 ...  0.1317039  -0.28454545
  0.13454935]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/288_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
288_2.mat,FE,60000-120000,"[ 0.18901948 -0.22966883  0.08251818 ... -0.19877532  0.10528182
  0.04755974]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/288_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
288_2.mat,BA,0-60000,"[-0.73314445 -0.17201687  0.91264732 ...  0.62238394  0.32036835
 -0.67341749]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/288_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
288_2.mat,BA,12000-72000,"[ 0.63067488 -0.59517678 -0.1272619  ...  0.7531071  -0.58350506
 -0.32342714]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/288_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
288_2.mat,BA,24000-84000,"[ 0.24148368 -0.614093    0.23874686 ...  0.11454376 -0.68822849
  0.44135167]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/288_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
288_2.mat,BA,36000-96000,"[-0.82506924 -0.02326293  0.81589286 ... -0.65675511  0.39691867
  0.4557602 ]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/288_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
288_2.mat,BA,48000-108000,"[-0.65788204  0.59517678  0.27569387 ...  0.13925559  0.84567585
 -0.53681822]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/288_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
288_2.mat,BA,60000-120000,"[ 0.21467899  0.54285531 -0.60242129 ...  0.90540281 -0.35047331
 -0.56000065]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/288_2.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
286_0.mat,DE,0-60000,"[-0.14700379 -0.0332992   0.10761327 ...  0.00121826  0.05888273
  0.02598962]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/286_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
286_0.mat,DE,12000-72000,"[-0.06741058 -0.06538014 -0.02964441 ...  0.0767506   0.11045589
  0.03451747]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/286_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
286_0.mat,DE,24000-84000,"[-0.08974541  0.06131926  0.14700379 ...  0.0032487   0.10639501
 -0.06944102]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/286_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
286_0.mat,DE,36000-96000,"[-0.12507505 -0.10517675  0.05807056 ...  0.01137046  0.08852715
  0.08812106]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/286_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
286_0.mat,DE,48000-108000,"[ 0.10314631  0.00649741 -0.09299411 ...  0.10517675 -0.11938982
 -0.05725838]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/286_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
286_0.mat,DE,60000-120000,"[-0.05238533 -0.11289242  0.04304531 ... -0.11126806  0.09258802
  0.13238463]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/286_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
286_0.mat,FE,0-60000,"[ 0.10365584  0.11463117 -0.06463247 ...  0.03536494  0.38413636
  0.05325065]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/286_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
286_0.mat,FE,12000-72000,"[ 0.02764156  0.02804805  0.0439013  ...  0.13332987 -0.16625584
  0.1125987 ]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/286_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
286_0.mat,FE,24000-84000,"[ 0.22153896  0.17723117 -0.13617532 ... -0.07438831 -0.00203247
 -0.00162597]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/286_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
286_0.mat,FE,36000-96000,"[ 0.03048701  0.18658052 -0.26015584 ... -0.01219481 -0.03048701
  0.12438701]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/286_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
286_0.mat,FE,48000-108000,"[ 0.00731688  0.11381818 -0.21462857 ... -0.04837273 -0.07113636
 -0.05772208]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/286_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
286_0.mat,FE,60000-120000,"[-0.11950909  0.36259221 -0.07438831 ... -0.07723377 -0.04308831
 -0.01138182]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/286_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
286_0.mat,BA,0-60000,"[-0.19994849 -0.22538477  0.34524117 ... -0.05521927 -0.2618488
  0.56346192]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/286_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
286_0.mat,BA,12000-72000,"[-0.34588512  0.32479555  0.05119454 ... -0.229329   -0.24550841
  0.50389594]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/286_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
286_0.mat,BA,24000-84000,"[-0.36560629 -0.09256874  0.44312255 ... -0.33936506 -0.08121901
  0.37832443]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/286_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
286_0.mat,BA,36000-96000,"[-0.27714277 -0.15116878  0.43281925 ... -0.38838625 -0.18771331
  0.44561788]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/286_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
286_0.mat,BA,48000-108000,"[ 0.03074892 -0.35160024  0.25911199 ... -0.47274455  0.32616396
  0.27504991]",B,1,12k_Fan_End_Bearing_Fault_Data/B/014/286_0.mat,12k_Fan_End_Bearing_Fault_Data,12000,12000,60000,
